Start Time,Stop Time,Duration,Type,MP3 File,Transcript File,Transcript
77.92,87.3,9.379999999999995,speech,speech_output_segment_13.mp3,speech_77.txt,"[00:00.000 --> 00:05.600]  더운 일상은 문뚱뚱 떠올라오는 자기 상실의 감각마저 뒤로 하고
[00:05.600 --> 00:09.360]  삶의 주인이 되는 기쁨까지 외면하면서 삶의"
87.3,89.28,1.980000000000004,music,music_output_segment_14.mp3,music_87.txt,[00:00.000 --> 00:02.000]  공무하게 합니다
89.28,110.46,21.179999999999993,speech,speech_output_segment_15.mp3,speech_89.txt,"[00:00.000 --> 00:16.800]  세상의 모든 관계 중에서 그 애증의 깊이가 가장 깊다는 모녀 사이 다른 어머니와의 관계에서 동일 씨와 투사, 질투와 연민 등 다양한 갈등이 얽 얼켜있는 걸 칩치합니다.
[00:16.880 --> 00:21.240]  둘 사이를 사나운 애착 관계로 이름 붙입니다."
110.46,124.68,14.220000000000013,music,music_output_segment_16.mp3,music_110.txt,[00:00.000 --> 00:14.160]  구독과 좋아요 부탁드려요!
124.68,132.74,8.060000000000002,speech,speech_output_segment_17.mp3,speech_124.txt,[00:00.000 --> 00:08.000]  비비연고닉의 자전적 에세이 사나운 애착은 세상의 모든 관계를 되돌아본 게 합니다.
132.74,134.08,1.3400000000000034,music,music_output_segment_18.mp3,music_132.txt,[00:00.000 --> 00:02.000]  구독과 좋아요 부탁드려요!
134.08,143.98,9.899999999999977,speech,speech_output_segment_19.mp3,speech_134.txt,[00:00.000 --> 00:10.000]  세상의 그 어떤 사랑도 당연한 건 없고 그 어떤 관계도 노력없이는 계속 이어지기가 어렵습니다.
143.98,146.36,2.380000000000024,music,music_output_segment_20.mp3,music_143.txt,[00:00.000 --> 00:02.000]  시스템
146.36,151.64,5.279999999999973,speech,speech_output_segment_21.mp3,speech_146.txt,"[00:00.000 --> 00:03.840]  12월 15일 일요일입니다.
[00:03.840 --> 00:05.240]  배출 수익 막 캠프"
151.64,159.48,7.840000000000003,music,music_output_segment_22.mp3,music_151.txt,[00:00.000 --> 00:08.000]  구독과 좋아요 부탁드립니다!
159.48,161.48,2.0,music,music_output_segment_23.mp3,music_159.txt,[00:00.000 --> 00:02.000]  뱅뱅뱅 뱅뱅
161.48,163.46,1.9800000000000182,music,music_output_segment_24.mp3,music_161.txt,[00:00.000 --> 00:02.240]  네.
163.46,165.5,2.039999999999992,music,music_output_segment_25.mp3,music_163.txt,[00:00.000 --> 00:02.000]  뱅뱅뱅뱅
165.5,294.40000000000003,128.90000000000003,music,music_output_segment_26.mp3,music_165.txt,"[00:30.000 --> 00:32.000]  그녀를 잊지 마세요
[00:32.000 --> 00:34.000]  그녀를 잊지 마세요
[00:34.000 --> 00:36.000]  그녀를 잊지 마세요
[00:36.000 --> 00:38.000]  그녀를 잊지 마세요
[00:38.000 --> 00:40.000]  그녀를 잊지 마세요
[00:40.000 --> 00:42.000]  그녀를 잊지 마세요
[00:42.000 --> 00:44.000]  그녀를 잊지 마세요
[00:44.000 --> 00:46.000]  그녀를 잊지 마세요
[00:46.000 --> 00:48.000]  그녀를 잊지 마세요
[00:48.000 --> 00:50.000]  그녀를 잊지 마세요
[00:50.000 --> 00:52.000]  그녀를 잊지 마세요
[00:52.000 --> 00:54.000]  그녀를 잊지 마세요
[00:54.000 --> 00:56.000]  그녀를 잊지 마세요
[00:56.000 --> 00:58.000]  그녀를 잊지 마세요
[00:58.000 --> 01:00.000]  그녀를 잊지 마세요
[01:00.000 --> 01:02.000]  그녀를 잊지 마세요
[01:02.000 --> 01:04.000]  그녀를 잊지 마세요
[01:04.000 --> 01:06.000]  그녀를 잊지 마세요
[01:06.000 --> 01:08.000]  그녀를 잊지 마세요
[01:08.000 --> 01:10.000]  그녀를 잊지 마세요
[01:10.000 --> 01:12.000]  그녀를 잊지 마세요
[01:12.000 --> 01:14.000]  그녀를 잊지 마세요
[01:14.000 --> 01:16.000]  그녀를 잊지 마세요
[01:16.000 --> 01:18.000]  그녀를 잊지 마세요
[01:18.000 --> 01:20.000]  그녀를 잊지 마세요
[01:20.000 --> 01:22.000]  그녀를 잊지 마세요
[01:22.000 --> 01:24.000]  그녀를 잊지 마세요
[01:24.000 --> 01:26.000]  그녀를 잊지 마세요"
294.40000000000003,296.32,1.919999999999959,speech,speech_output_segment_27.mp3,speech_294.txt,"[00:00.000 --> 00:02.000]  에이, 렛스티카!"
296.32,303.02,6.699999999999989,speech,speech_output_segment_28.mp3,speech_296.txt,"[00:00.000 --> 00:04.000]  커넥션 들었습니다.
[00:04.000 --> 00:08.600]  자 뭐 연결 관계 뭐 이런 뜻이죠."
303.02,304.12,1.1000000000000227,speech,speech_output_segment_29.mp3,speech_303.txt,[00:00.000 --> 00:02.000]  음...
304.12,307.76,3.6399999999999864,speech,speech_output_segment_30.mp3,speech_304.txt,[00:00.000 --> 00:03.600]  디스쿠자 키와 총치자 예
307.76,309.96,2.1999999999999886,speech,speech_output_segment_31.mp3,speech_307.txt,[00:00.000 --> 00:02.000]  커넥션은 지금
309.96,311.40000000000003,1.4400000000000546,speech,speech_output_segment_32.mp3,speech_309.txt,[00:00.000 --> 00:02.000]  어떤 상태입니까?
311.40000000000003,312.88,1.4799999999999613,speech,speech_output_segment_33.mp3,speech_311.txt,[00:00.000 --> 00:02.000]  잘 이어져 있습니까?
312.88,317.18,4.300000000000011,speech,speech_output_segment_34.mp3,speech_312.txt,[00:00.000 --> 00:06.240]  그렇게 믿고 있습니다 저는 그렇게 믿고 있습니다
317.18,318.3,1.1200000000000045,speech,speech_output_segment_35.mp3,speech_317.txt,[00:00.000 --> 00:00.840]  다 synths
318.3,319.7,1.3999999999999773,speech,speech_output_segment_36.mp3,speech_318.txt,[00:00.000 --> 00:02.000]  여러분은
319.7,324.1,4.400000000000034,speech,speech_output_segment_37.mp3,speech_319.txt,[00:00.000 --> 00:04.440]  청취자들도 천천한 별이니까
324.1,326.2,2.099999999999966,speech,speech_output_segment_38.mp3,speech_324.txt,[00:00.000 --> 00:02.000]  다 다른...
326.2,328.1,1.900000000000034,speech,speech_output_segment_39.mp3,speech_326.txt,[00:00.000 --> 00:10.000]  관계를 생각할 겁니다.
328.1,331.26,3.159999999999968,speech,speech_output_segment_40.mp3,speech_328.txt,[00:00.000 --> 00:03.200]  엘레스티카 커넥션
331.26,333.5,2.240000000000009,speech,speech_output_segment_41.mp3,speech_331.txt,[00:00.000 --> 00:02.000]  배출 수익마트 캠프입니다.
333.5,335.56,2.0600000000000023,speech,speech_output_segment_42.mp3,speech_333.txt,[00:00.000 --> 00:02.000]  광고 듣겠습니다
335.56,343.90000000000003,8.340000000000032,speech,speech_output_segment_43.mp3,speech_335.txt,"[00:00.000 --> 00:03.000]  현대의 상에서 운전자를 찾습니다.
[00:03.000 --> 00:08.000]  운전한 지 3년 넘으신 분 3년 동안 사고가 없었던 분?"
343.90000000000003,355.58,11.67999999999995,speech,speech_output_segment_44.mp3,speech_343.txt,[00:00.000 --> 00:13.500]  단들다고 생각했다면 현대상 하이카 운전자 보험 3년 무사고 운전자라면 최대 23% 할인 되니까 가입시 유의사항을 확인하세요
355.58,361.92,6.340000000000032,speech,speech_output_segment_45.mp3,speech_355.txt,[00:00.000 --> 00:06.000]  마음의 폭풍이 몰아치는 하루였다면 잠시 귀 기울여보세요
361.92,365.44,3.519999999999982,music,music_output_segment_46.mp3,music_361.txt,[00:00.000 --> 00:03.500]  구독과 좋아요 부탁드려요!
365.44,378.78,13.339999999999975,speech,speech_output_segment_47.mp3,speech_365.txt,"[00:00.000 --> 00:06.720]  이 소리는 스트레스 감소를 도와주는 안마이자 LG 힐링미의 마인드케어 사운드입니다.
[00:06.720 --> 00:10.560]  휴식의 새로운 바이브 LG 힐링미 MX9"
378.78,396.2,17.420000000000016,music,music_output_segment_48.mp3,music_378.txt,[00:00.000 --> 00:17.380]  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
396.2,415.56,19.360000000000014,speech,speech_output_segment_49.mp3,speech_396.txt,[00:00.000 --> 00:19.280]  독일도 돌았다. 스위스도 돌았다. 대성 보일러도 유럽처럼 빙 돌았다. 원통형 콘댄싱으로 대성 보일러가 만드는 유럽형 콘댄싱의 시대. 당신의 콘댄싱은 유럽형입니까? 대성이 네일을 위합니다. 대성 보일러
415.56,435.32,19.75999999999999,speech,speech_output_segment_50.mp3,speech_415.txt,"[00:00.000 --> 00:07.600]  안녕하세요. 신한 프리미어 모델 김수현입니다. 여러분께 특별한 자산 관리를 소개합니다.
[00:07.600 --> 00:16.000]  투자, 법률, 세무, 부동산, 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다.
[00:16.000 --> 00:20.000]  지금 만나보세요. 자산 관리는 신한 프리미어."
435.32,456.0,20.680000000000007,speech,speech_output_segment_51.mp3,speech_435.txt,"[00:00.000 --> 00:05.000]  다 같은 소파라도 쉽게 자코모가 될 수는 없죠.
[00:05.000 --> 00:11.000]  오랜 소파장인 정신으로 주문은 모든 과정을 직접 만드는 독보적 소파 퀄리티.
[00:11.000 --> 00:15.000]  이것이 소파 브랜드 호감도 1위의 퀄리티 정신.
[00:15.000 --> 00:17.000]  소파는 결국 자코모."
456.0,464.6,8.600000000000023,music,music_output_segment_52.mp3,music_456.txt,"[00:00.000 --> 00:02.360]  서울 사이버 대학을 다니고
[00:02.360 --> 00:04.560]  나의 성공 시대 시작됐다
[00:05.560 --> 00:07.960]  서울 사이버 대학을 다니고
[00:07.960 --> 00:08.560]  나를 싫.."
464.6,473.96,9.359999999999957,speech,speech_output_segment_53.mp3,speech_464.txt,"[00:00.000 --> 00:03.840]  요가 명상학과 마이크로 디글이 대학 등
[00:03.840 --> 00:06.880]  사이버대학 최대 46개학과 전공에서
[00:06.880 --> 00:09.320]  지금 신입생 편입생을 보즈증유닌"
473.96,475.74,1.7800000000000296,music,music_output_segment_54.mp3,music_473.txt,
475.74,495.72,19.980000000000018,speech,speech_output_segment_55.mp3,speech_475.txt,"[00:00.000 --> 00:04.580]  건너오세요 당신의 퇴직연금이 원하던 글로벌한 세계로
[00:04.580 --> 00:10.580]  내 연금 상품 그대로 중도해지 없이도 실물이저는 지금이다
[00:10.580 --> 00:16.580]  수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래의셉 증권으로
[00:16.580 --> 00:20.080]  원금 손실 유의 투자전 상품 설명섬인 약관필독"
495.72,647.04,151.31999999999994,music,music_output_segment_56.mp3,music_495.txt,"[00:00.000 --> 00:24.980]  함께
[00:30.000 --> 01:00.000]  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤�
[01:00.000 --> 01:30.000]  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러
[01:30.000 --> 02:00.000]  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 �
[02:00.000 --> 02:30.000]  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러
[02:30.000 --> 02:54.220]  롤러의 롤러를"
647.04,845.6,198.56000000000006,music,music_output_segment_57.mp3,music_647.txt,"[00:00.000 --> 00:02.640]  Stewart & The
[00:30.000 --> 01:00.000]  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
[01:00.000 --> 01:20.400]  아 아 아 아 아 아 아 으 으 으 으 으 으 으 으 고
[01:20.400 --> 01:22.400]  롤러스
[01:22.400 --> 01:24.400]  롤러스
[01:24.400 --> 01:26.400]  롤러스
[01:26.400 --> 01:28.400]  롤러스
[01:28.400 --> 01:30.400]  롤러스
[01:30.400 --> 01:32.400]  롤러스
[01:32.400 --> 01:34.400]  롤러스
[01:34.400 --> 01:36.400]  롤러스
[01:36.400 --> 01:38.400]  롤러스
[01:38.400 --> 01:40.400]  롤러스
[01:40.400 --> 01:42.400]  롤러스
[01:42.400 --> 01:44.400]  롤러스
[01:46.400 --> 01:48.400]  롤러스
[01:48.400 --> 01:50.400]  롤러스
[01:52.400 --> 01:54.400]  롤러스
[01:58.400 --> 02:00.400]  롤러스
[02:14.400 --> 02:16.400]  롤러스
[02:18.400 --> 02:48.400]  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
[02:48.400 --> 02:56.580]  아 아 아 아 아 아 아 아 per
[02:56.580 --> 03:11.240]  뭐 그래요"
845.6,847.3000000000001,1.7000000000000455,speech,speech_output_segment_58.mp3,speech_845.txt,"[00:00.000 --> 00:01.620]  아, 멋진 놈 주죠?"
847.3000000000001,848.9200000000001,1.6200000000000045,speech,speech_output_segment_59.mp3,speech_847.txt,[00:00.000 --> 00:01.760]  For Play yes
848.9200000000001,852.28,3.3599999999999,speech,speech_output_segment_60.mp3,speech_848.txt,[00:00.000 --> 00:05.780]  101의 원을 포함합니다.
852.28,855.3000000000001,3.0200000000000955,speech,speech_output_segment_61.mp3,speech_852.txt,[00:00.000 --> 00:03.000]  8.120번으로 청해 주셨네요.
855.3000000000001,860.22,4.919999999999959,speech,speech_output_segment_62.mp3,speech_855.txt,[00:00.000 --> 00:04.980]  사실 4PLAY는 정말 세계 최고의 연주자
860.22,863.08,2.8600000000000136,speech,speech_output_segment_63.mp3,speech_860.txt,[00:00.000 --> 00:03.000]  네 이명이 모여서 함께하는 거잖아요.
863.08,868.66,5.579999999999927,speech,speech_output_segment_64.mp3,speech_863.txt,[00:00.000 --> 00:06.000]  이게 세계 최고의 연주자들이 모였다고 해서 꼭 좋은 결과가 나오는 건 아니에요.
868.66,872.2,3.5400000000000773,speech,speech_output_segment_65.mp3,speech_868.txt,[00:00.000 --> 00:03.500]  질끼리 싸워가지고 금방
872.2,876.4200000000001,4.220000000000027,speech,speech_output_segment_66.mp3,speech_872.txt,[00:00.000 --> 00:04.240]  해산되기도 하는데 이 팀은 꽤 오래 갔죠?
876.4200000000001,878.1,1.67999999999995,speech,speech_output_segment_67.mp3,speech_876.txt,[00:00.000 --> 00:01.760]  음 이거 막
878.1,881.1800000000001,3.080000000000041,speech,speech_output_segment_68.mp3,speech_878.txt,[00:00.000 --> 00:10.000]  팔팔당 시의 기타리스트는 리위린 나와.
881.1800000000001,886.2,5.019999999999982,speech,speech_output_segment_69.mp3,speech_881.txt,[00:00.000 --> 00:05.000]  이 곡은 101 이스트 바운드는
886.2,889.3000000000001,3.1000000000000227,speech,speech_output_segment_70.mp3,speech_886.txt,[00:00.000 --> 00:05.000]  베이스 연주장 레이센니스트 작품이에요.
889.3000000000001,893.14,3.839999999999918,speech,speech_output_segment_71.mp3,speech_889.txt,"[00:00.000 --> 00:02.340]  성격 좋습니다.
[00:02.340 --> 00:03.840]  아, 사람이..."
893.14,895.2,2.060000000000059,speech,speech_output_segment_72.mp3,speech_893.txt,[00:00.000 --> 00:02.000]  늘 웃는 얼굴이고
895.2,897.9,2.699999999999932,speech,speech_output_segment_73.mp3,speech_895.txt,[00:00.000 --> 00:02.660]  이 양반은 뭐 재즈 밴드서 연주하다가
897.9,902.14,4.240000000000009,speech,speech_output_segment_74.mp3,speech_897.txt,[00:00.000 --> 00:06.000]  또 에비클래프트나고도 연주하다가 막 여기저기 다 해요
902.14,905.84,3.7000000000000455,speech,speech_output_segment_75.mp3,speech_902.txt,[00:00.000 --> 00:03.680]  심지어 못다
905.84,908.46,2.6200000000000045,speech,speech_output_segment_76.mp3,speech_905.txt,[00:00.000 --> 00:02.640]  라이브에이드 때도 보니까 거기 있더라고요
908.46,912.54,4.079999999999927,speech,speech_output_segment_77.mp3,speech_908.txt,[00:00.000 --> 00:04.080]  내 선이스트 누구랑 하고 있었더라 아무튼 뭐
912.54,914.8,2.259999999999991,speech,speech_output_segment_78.mp3,speech_912.txt,[00:00.000 --> 00:02.000]  가리질 않습니다
914.8,916.78,1.9800000000000182,speech,speech_output_segment_79.mp3,speech_914.txt,[00:00.000 --> 00:02.000]  아 이게 가리지 않는 게 아니고
916.78,918.72,1.9400000000000546,speech,speech_output_segment_80.mp3,speech_916.txt,[00:00.000 --> 00:02.000]  가수들이나
918.72,921.32,2.6000000000000227,speech,speech_output_segment_81.mp3,speech_918.txt,[00:00.000 --> 00:04.400]  연주자들이 그러니까 팀의 리더들이
921.32,923.86,2.5399999999999636,speech,speech_output_segment_82.mp3,speech_921.txt,[00:00.000 --> 00:04.320]  음악하는 사람들이 뭐
923.86,928.08,4.220000000000027,speech,speech_output_segment_83.mp3,speech_923.txt,[00:00.000 --> 00:04.240]  대충 그렇습니다만 성격이 좀 날카롭습니다.
928.08,930.78,2.699999999999932,speech,speech_output_segment_84.mp3,speech_928.txt,[00:00.000 --> 00:02.000]  그럼에도 불구하고
930.78,933.52,2.740000000000009,speech,speech_output_segment_85.mp3,speech_930.txt,[00:00.000 --> 00:02.800]  네이선 이스트를 계속 틀는 건
933.52,935.62,2.1000000000000227,speech,speech_output_segment_86.mp3,speech_933.txt,[00:00.000 --> 00:10.000]  이 양반이 성격이 좋은 거예요.
935.62,938.62,3.0,speech,speech_output_segment_87.mp3,speech_935.txt,[00:00.000 --> 00:03.000]  그리고 베이스 연주자는 저는 좀...
938.62,941.2,2.580000000000041,speech,speech_output_segment_88.mp3,speech_938.txt,[00:00.000 --> 00:10.000]  이럴 필요가 있다고 생각합니다.
941.2,944.2,3.0,speech,speech_output_segment_89.mp3,speech_941.txt,[00:00.000 --> 00:03.000]  아무런 베이스 연주자 중에
944.2,946.18,1.9799999999999045,speech,speech_output_segment_90.mp3,speech_944.txt,[00:00.000 --> 00:02.000]  자코 파스토리오스 같이
946.18,948.66,2.480000000000018,speech,speech_output_segment_91.mp3,speech_946.txt,[00:00.000 --> 00:04.000]  딸카로운 사람도 있긴 있습니다.
948.66,951.48,2.82000000000005,speech,speech_output_segment_92.mp3,speech_948.txt,[00:00.000 --> 00:03.000]  인치 가셨잖아요
951.48,952.88,1.3999999999999773,speech,speech_output_segment_93.mp3,speech_951.txt,[00:00.000 --> 00:02.000]  너무 날카로운..
952.88,955.52,2.6399999999999864,speech,speech_output_segment_94.mp3,speech_952.txt,[00:00.000 --> 00:02.660]  내 이선 이시트는 오늘도
955.52,958.4,2.8799999999999955,speech,speech_output_segment_95.mp3,speech_955.txt,[00:00.000 --> 00:02.880]  세계 어딘가에서 어느 밴드에서
958.4,960.02,1.6200000000000045,speech,speech_output_segment_96.mp3,speech_958.txt,[00:00.000 --> 00:10.000]  지금 연주하고 있을 겁니다.
960.02,960.8,0.7799999999999727,speech,speech_output_segment_97.mp3,speech_960.txt,
960.8,964.28,3.480000000000018,speech,speech_output_segment_98.mp3,speech_960.txt,"[00:00.000 --> 00:03.500]  자, 4PLAY 151 Eastbound"
964.28,968.24,3.9600000000000364,speech,speech_output_segment_99.mp3,speech_964.txt,[00:00.000 --> 00:04.000]  자 이번에는 8이 15번으로 청례해 주신
968.24,969.38,1.1399999999999864,speech,speech_output_segment_100.mp3,speech_968.txt,[00:00.000 --> 00:02.000]  마이클 잭슨
969.38,971.04,1.6599999999999682,speech,speech_output_segment_101.mp3,speech_969.txt,[00:00.000 --> 00:01.560]  원더
971.04,972.4,1.3600000000000136,speech,speech_output_segment_102.mp3,speech_971.txt,[00:00.000 --> 00:01.680]  타임
